Location,Obesity Percentage,Lower Limit,Upper Limit
"CarbonCounty,Wyoming",30,25.5,35
"ConverseCounty,Wyoming",31.4,26.5,36.7
"CrookCounty,Wyoming",25.7,20.5,31.4
"FremontCounty,Wyoming",29.4,26,32.7
"GoshenCounty,Wyoming",31.8,26.7,37.3
"HotSpringsCounty,Wyoming",33.4,26.4,41.4
"JohnsonCounty,Wyoming",23.7,18.5,29.5
"LaramieCounty,Wyoming",29.8,27.5,32.4
"LincolnCounty,Wyoming",26.2,22.2,30.3
"NatronaCounty,Wyoming",31.8,29,34.4
"NiobraraCounty,Wyoming",26.4,18.4,36
"ParkCounty,Wyoming",25.1,21.4,29.4
"PlatteCounty,Wyoming",29.9,23.8,36.4
"SheridanCounty,Wyoming",28,24.3,31.5
"SubletteCounty,Wyoming",29.7,23.9,35.8
"SweetwaterCounty,Wyoming",29.5,25.9,32.9
"TetonCounty,Wyoming",12.3,9.6,15.3
"UintaCounty,Wyoming",35.6,30.3,40.5
"WashakieCounty,Wyoming",28.7,22.9,35.4
"WestonCounty,Wyoming",32.9,27.2,39.5
