Location,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
"LymanCounty,SouthDakota",7225,Restaurants and Other Eating Places,7,57.1,42.9,4
"McCookCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,12
"McPhersonCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,1
"MarshallCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,6
"MeadeCounty,SouthDakota",7225,Restaurants and Other Eating Places,38,84.2,15.8,32
"MinerCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,4
"MinnehahaCounty,SouthDakota",7225,Restaurants and Other Eating Places,346,91.9,8.1,318
"PenningtonCounty,SouthDakota",7225,Restaurants and Other Eating Places,242,90.1,9.9,218
"PotterCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,7
"RobertsCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,16
"ShannonCounty,SouthDakota",7225,Restaurants and Other Eating Places,8,50,50,4
"SpinkCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,16
"SullyCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,5
"ToddCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,2
"TrippCounty,SouthDakota",7225,Restaurants and Other Eating Places,S,S,S,8
"TurnerCounty,SouthDakota",7225,Restaurants and Other Eating Places,D,D,D,11
"WalworthCounty,SouthDakota",7225,Restaurants and Other Eating Places,17,82.4,17.6,14
"YanktonCounty,SouthDakota",7225,Restaurants and Other Eating Places,46,91.3,8.7,42
"AndersonCounty,Tennessee",7225,Restaurants and Other Eating Places,131,88.5,11.5,116
"BedfordCounty,Tennessee",7225,Restaurants and Other Eating Places,73,69.9,30.1,51
"BentonCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,23
"BledsoeCounty,Tennessee",7225,Restaurants and Other Eating Places,9,22.2,77.8,2
"BlountCounty,Tennessee",7225,Restaurants and Other Eating Places,186,84.9,15.1,158
"BradleyCounty,Tennessee",7225,Restaurants and Other Eating Places,168,89.3,10.7,150
"CampbellCounty,Tennessee",7225,Restaurants and Other Eating Places,48,85.4,14.6,41
"CannonCounty,Tennessee",7225,Restaurants and Other Eating Places,19,63.2,36.8,12
"CarrollCounty,Tennessee",7225,Restaurants and Other Eating Places,41,80.5,19.5,33
"CarterCounty,Tennessee",7225,Restaurants and Other Eating Places,75,80,20,60
"CheathamCounty,Tennessee",7225,Restaurants and Other Eating Places,50,78,22,39
"ChesterCounty,Tennessee",7225,Restaurants and Other Eating Places,28,78.6,21.4,22
"ClaiborneCounty,Tennessee",7225,Restaurants and Other Eating Places,35,77.1,22.9,27
"ClayCounty,Tennessee",7225,Restaurants and Other Eating Places,16,56.3,43.8,9
"CockeCounty,Tennessee",7225,Restaurants and Other Eating Places,55,74.5,25.5,41
"CoffeeCounty,Tennessee",7225,Restaurants and Other Eating Places,110,86.4,13.6,95
"CrockettCounty,Tennessee",7225,Restaurants and Other Eating Places,13,76.9,23.1,10
"CumberlandCounty,Tennessee",7225,Restaurants and Other Eating Places,97,83.5,16.5,81
"DavidsonCounty,Tennessee",7225,Restaurants and Other Eating Places,"1,830",83.9,16.1,"1,535"
"DecaturCounty,Tennessee",7225,Restaurants and Other Eating Places,27,59.3,40.7,16
"DeKalbCounty,Tennessee",7225,Restaurants and Other Eating Places,25,64,36,16
"DicksonCounty,Tennessee",7225,Restaurants and Other Eating Places,93,88.2,11.8,82
"DyerCounty,Tennessee",7225,Restaurants and Other Eating Places,79,65.8,34.2,52
"FayetteCounty,Tennessee",7225,Restaurants and Other Eating Places,38,68.4,31.6,26
"FentressCounty,Tennessee",7225,Restaurants and Other Eating Places,25,64,36,16
"FranklinCounty,Tennessee",7225,Restaurants and Other Eating Places,63,84.1,15.9,53
"GibsonCounty,Tennessee",7225,Restaurants and Other Eating Places,72,79.2,20.8,57
"GilesCounty,Tennessee",7225,Restaurants and Other Eating Places,48,72.9,27.1,35
"GraingerCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,11
"GreeneCounty,Tennessee",7225,Restaurants and Other Eating Places,117,75.2,24.8,88
"GrundyCounty,Tennessee",7225,Restaurants and Other Eating Places,21,42.9,57.1,9
"HamblenCounty,Tennessee",7225,Restaurants and Other Eating Places,105,92.4,7.6,97
"HamiltonCounty,Tennessee",7225,Restaurants and Other Eating Places,804,87.8,12.2,706
"HardemanCounty,Tennessee",7225,Restaurants and Other Eating Places,32,59.4,40.6,19
"HardinCounty,Tennessee",7225,Restaurants and Other Eating Places,57,68.4,31.6,39
"HawkinsCounty,Tennessee",7225,Restaurants and Other Eating Places,67,77.6,22.4,52
"HaywoodCounty,Tennessee",7225,Restaurants and Other Eating Places,34,70.6,29.4,24
"HendersonCounty,Tennessee",7225,Restaurants and Other Eating Places,37,83.8,16.2,31
"HenryCounty,Tennessee",7225,Restaurants and Other Eating Places,54,88.9,11.1,48
"HickmanCounty,Tennessee",7225,Restaurants and Other Eating Places,29,62.1,37.9,18
"HoustonCounty,Tennessee",7225,Restaurants and Other Eating Places,19,73.7,26.3,14
"HumphreysCounty,Tennessee",7225,Restaurants and Other Eating Places,43,76.7,23.3,33
"JacksonCounty,Tennessee",7225,Restaurants and Other Eating Places,11,72.7,27.3,8
"JeffersonCounty,Tennessee",7225,Restaurants and Other Eating Places,74,90.5,9.5,67
"JohnsonCounty,Tennessee",7225,Restaurants and Other Eating Places,27,70.4,29.6,19
"KnoxCounty,Tennessee",7225,Restaurants and Other Eating Places,931,89.7,10.3,835
"LakeCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,5
"LauderdaleCounty,Tennessee",7225,Restaurants and Other Eating Places,23,69.6,30.4,16
"LawrenceCounty,Tennessee",7225,Restaurants and Other Eating Places,67,85.1,14.9,57
"LewisCounty,Tennessee",7225,Restaurants and Other Eating Places,21,66.7,33.3,14
"LincolnCounty,Tennessee",7225,Restaurants and Other Eating Places,48,83.3,16.7,40
"LoudonCounty,Tennessee",7225,Restaurants and Other Eating Places,86,86,14,74
"McMinnCounty,Tennessee",7225,Restaurants and Other Eating Places,88,83,17,73
"McNairyCounty,Tennessee",7225,Restaurants and Other Eating Places,40,77.5,22.5,31
"MaconCounty,Tennessee",7225,Restaurants and Other Eating Places,34,67.6,32.4,23
"MadisonCounty,Tennessee",7225,Restaurants and Other Eating Places,212,84,16,178
"MarionCounty,Tennessee",7225,Restaurants and Other Eating Places,54,75.9,24.1,41
"MarshallCounty,Tennessee",7225,Restaurants and Other Eating Places,47,68.1,31.9,32
"MauryCounty,Tennessee",7225,Restaurants and Other Eating Places,178,84.3,15.7,150
"MeigsCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,8
"MonroeCounty,Tennessee",7225,Restaurants and Other Eating Places,67,89.6,10.4,60
"MontgomeryCounty,Tennessee",7225,Restaurants and Other Eating Places,338,85.8,14.2,290
"MooreCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,7
"MorganCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,5
"ObionCounty,Tennessee",7225,Restaurants and Other Eating Places,52,82.7,17.3,43
"OvertonCounty,Tennessee",7225,Restaurants and Other Eating Places,36,69.4,30.6,25
"PerryCounty,Tennessee",7225,Restaurants and Other Eating Places,12,41.7,58.3,5
"PickettCounty,Tennessee",7225,Restaurants and Other Eating Places,17,47.1,52.9,8
"PolkCounty,Tennessee",7225,Restaurants and Other Eating Places,18,66.7,33.3,12
"PutnamCounty,Tennessee",7225,Restaurants and Other Eating Places,169,82.8,17.2,140
"RheaCounty,Tennessee",7225,Restaurants and Other Eating Places,51,80.4,19.6,41
"RoaneCounty,Tennessee",7225,Restaurants and Other Eating Places,61,86.9,13.1,53
"RobertsonCounty,Tennessee",7225,Restaurants and Other Eating Places,108,85.2,14.8,92
"RutherfordCounty,Tennessee",7225,Restaurants and Other Eating Places,519,87.9,12.1,456
"ScottCounty,Tennessee",7225,Restaurants and Other Eating Places,28,67.9,32.1,19
"SequatchieCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,14
"SevierCounty,Tennessee",7225,Restaurants and Other Eating Places,368,84.5,15.5,311
"ShelbyCounty,Tennessee",7225,Restaurants and Other Eating Places,"1,784",80.4,19.6,"1,434"
"SmithCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,19
"StewartCounty,Tennessee",7225,Restaurants and Other Eating Places,16,68.8,31.3,11
"SullivanCounty,Tennessee",7225,Restaurants and Other Eating Places,339,85.8,14.2,291
"SumnerCounty,Tennessee",7225,Restaurants and Other Eating Places,263,82.9,17.1,218
"TiptonCounty,Tennessee",7225,Restaurants and Other Eating Places,72,72.2,27.8,52
"TrousdaleCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,7
"UnicoiCounty,Tennessee",7225,Restaurants and Other Eating Places,D,D,D,24
"UnionCounty,Tennessee",7225,Restaurants and Other Eating Places,14,64.3,35.7,9
"WarrenCounty,Tennessee",7225,Restaurants and Other Eating Places,57,80.7,19.3,46
"WashingtonCounty,Tennessee",7225,Restaurants and Other Eating Places,256,91.8,8.2,235
"WayneCounty,Tennessee",7225,Restaurants and Other Eating Places,19,68.4,31.6,13
"WeakleyCounty,Tennessee",7225,Restaurants and Other Eating Places,45,93.3,6.7,42
"WhiteCounty,Tennessee",7225,Restaurants and Other Eating Places,36,86.1,13.9,31
"WilliamsonCounty,Tennessee",7225,Restaurants and Other Eating Places,467,91,9,425
"WilsonCounty,Tennessee",7225,Restaurants and Other Eating Places,230,88.7,11.3,204
"AndersonCounty,Texas",7225,Restaurants and Other Eating Places,72,77.8,22.2,56
"AndrewsCounty,Texas",7225,Restaurants and Other Eating Places,37,59.5,40.5,22
"AngelinaCounty,Texas",7225,Restaurants and Other Eating Places,153,77.1,22.9,118
"AransasCounty,Texas",7225,Restaurants and Other Eating Places,72,80.6,19.4,58
"ArcherCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,7
"ArmstrongCounty,Texas",7225,Restaurants and Other Eating Places,5,40,60,2
"AtascosaCounty,Texas",7225,Restaurants and Other Eating Places,82,58.5,41.5,48
"AustinCounty,Texas",7225,Restaurants and Other Eating Places,51,78.4,21.6,40
"BaileyCounty,Texas",7225,Restaurants and Other Eating Places,16,62.5,37.5,10
"BanderaCounty,Texas",7225,Restaurants and Other Eating Places,45,57.8,42.2,26
"BastropCounty,Texas",7225,Restaurants and Other Eating Places,121,75.2,24.8,91
"BaylorCounty,Texas",7225,Restaurants and Other Eating Places,9,66.7,33.3,6
"BeeCounty,Texas",7225,Restaurants and Other Eating Places,47,76.6,23.4,36
"BellCounty,Texas",7225,Restaurants and Other Eating Places,585,82.7,17.3,484
"BexarCounty,Texas",7225,Restaurants and Other Eating Places,"3,815",79.8,20.2,"3,043"
"BlancoCounty,Texas",7225,Restaurants and Other Eating Places,36,66.7,33.3,24
"BosqueCounty,Texas",7225,Restaurants and Other Eating Places,31,48.4,51.6,15
"BowieCounty,Texas",7225,Restaurants and Other Eating Places,187,85.6,14.4,160
"BrazoriaCounty,Texas",7225,Restaurants and Other Eating Places,608,78,22,474
"BrazosCounty,Texas",7225,Restaurants and Other Eating Places,396,87.9,12.1,348
"BrewsterCounty,Texas",7225,Restaurants and Other Eating Places,35,74.3,25.7,26
"BriscoeCounty,Texas",7225,Restaurants and Other Eating Places,6,16.7,83.3,1
"BrooksCounty,Texas",7225,Restaurants and Other Eating Places,16,68.8,31.3,11
"BrownCounty,Texas",7225,Restaurants and Other Eating Places,80,85,15,68
"BurlesonCounty,Texas",7225,Restaurants and Other Eating Places,37,67.6,32.4,25
"BurnetCounty,Texas",7225,Restaurants and Other Eating Places,110,79.1,20.9,87
"CaldwellCounty,Texas",7225,Restaurants and Other Eating Places,68,67.6,32.4,46
"CalhounCounty,Texas",7225,Restaurants and Other Eating Places,60,68.3,31.7,41
"CallahanCounty,Texas",7225,Restaurants and Other Eating Places,18,77.8,22.2,14
"CameronCounty,Texas",7225,Restaurants and Other Eating Places,842,65.3,34.7,550
"CampCounty,Texas",7225,Restaurants and Other Eating Places,23,78.3,21.7,18
"CassCounty,Texas",7225,Restaurants and Other Eating Places,47,74.5,25.5,35
"CastroCounty,Texas",7225,Restaurants and Other Eating Places,15,73.3,26.7,11
"ChambersCounty,Texas",7225,Restaurants and Other Eating Places,77,70.1,29.9,54
"CherokeeCounty,Texas",7225,Restaurants and Other Eating Places,67,68.7,31.3,46
"ChildressCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,14
"ClayCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,4
"CokeCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,4
"ColemanCounty,Texas",7225,Restaurants and Other Eating Places,22,72.7,27.3,16
"CollinCounty,Texas",7225,Restaurants and Other Eating Places,"2,062",86.1,13.9,"1,776"
"CollingsworthCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,7
"ColoradoCounty,Texas",7225,Restaurants and Other Eating Places,36,91.7,8.3,33
"ComalCounty,Texas",7225,Restaurants and Other Eating Places,290,82.4,17.6,239
"ComancheCounty,Texas",7225,Restaurants and Other Eating Places,27,66.7,33.3,18
"ConchoCounty,Texas",7225,Restaurants and Other Eating Places,10,40,60,4
"CookeCounty,Texas",7225,Restaurants and Other Eating Places,78,78.2,21.8,61
"CoryellCounty,Texas",7225,Restaurants and Other Eating Places,89,84.3,15.7,75
"CraneCounty,Texas",7225,Restaurants and Other Eating Places,S,S,S,6
"CrockettCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,11
"CrosbyCounty,Texas",7225,Restaurants and Other Eating Places,8,25,75,2
"CulbersonCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,5
"DallamCounty,Texas",7225,Restaurants and Other Eating Places,23,65.2,34.8,15
"DallasCounty,Texas",7225,Restaurants and Other Eating Places,"5,717",80.7,19.3,"4,614"
"DawsonCounty,Texas",7225,Restaurants and Other Eating Places,26,73.1,26.9,19
"DeafSmithCounty,Texas",7225,Restaurants and Other Eating Places,39,64.1,35.9,25
"DeltaCounty,Texas",7225,Restaurants and Other Eating Places,9,22.2,77.8,2
"DentonCounty,Texas",7225,Restaurants and Other Eating Places,"1,504",80.7,19.3,"1,214"
"DeWittCounty,Texas",7225,Restaurants and Other Eating Places,45,73.3,26.7,33
"DimmitCounty,Texas",7225,Restaurants and Other Eating Places,34,35.3,64.7,12
"DonleyCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,7
"DuvalCounty,Texas",7225,Restaurants and Other Eating Places,18,50,50,9
"EastlandCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,29
"EctorCounty,Texas",7225,Restaurants and Other Eating Places,273,77.7,22.3,212
"EdwardsCounty,Texas",7225,Restaurants and Other Eating Places,10,30,70,3
"EllisCounty,Texas",7225,Restaurants and Other Eating Places,282,78,22,220
"ElPasoCounty,Texas",7225,Restaurants and Other Eating Places,"1,727",73.2,26.8,"1,265"
"ErathCounty,Texas",7225,Restaurants and Other Eating Places,86,81.4,18.6,70
"FallsCounty,Texas",7225,Restaurants and Other Eating Places,17,70.6,29.4,12
"FanninCounty,Texas",7225,Restaurants and Other Eating Places,49,65.3,34.7,32
"FayetteCounty,Texas",7225,Restaurants and Other Eating Places,61,83.6,16.4,51
"FisherCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,3
"FloydCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,10
"FoardCounty,Texas",7225,Restaurants and Other Eating Places,6,33.3,66.7,2
"FortBendCounty,Texas",7225,Restaurants and Other Eating Places,"1,258",76.2,23.8,958
"FranklinCounty,Texas",7225,Restaurants and Other Eating Places,20,45,55,9
"FreestoneCounty,Texas",7225,Restaurants and Other Eating Places,30,80,20,24
"FrioCounty,Texas",7225,Restaurants and Other Eating Places,35,57.1,42.9,20
"GainesCounty,Texas",7225,Restaurants and Other Eating Places,37,62.2,37.8,23
"GalvestonCounty,Texas",7225,Restaurants and Other Eating Places,641,86.1,13.9,552
"GarzaCounty,Texas",7225,Restaurants and Other Eating Places,12,66.7,33.3,8
"GillespieCounty,Texas",7225,Restaurants and Other Eating Places,75,88,12,66
"GoliadCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,9
"GonzalesCounty,Texas",7225,Restaurants and Other Eating Places,52,63.5,36.5,33
"GrayCounty,Texas",7225,Restaurants and Other Eating Places,46,76.1,23.9,35
"GraysonCounty,Texas",7225,Restaurants and Other Eating Places,232,80.6,19.4,187
"GreggCounty,Texas",7225,Restaurants and Other Eating Places,311,88.7,11.3,276
"GrimesCounty,Texas",7225,Restaurants and Other Eating Places,35,77.1,22.9,27
"GuadalupeCounty,Texas",7225,Restaurants and Other Eating Places,203,69.5,30.5,141
"HaleCounty,Texas",7225,Restaurants and Other Eating Places,57,80.7,19.3,46
"HallCounty,Texas",7225,Restaurants and Other Eating Places,10,50,50,5
"HamiltonCounty,Texas",7225,Restaurants and Other Eating Places,22,63.6,36.4,14
"HansfordCounty,Texas",7225,Restaurants and Other Eating Places,13,53.8,46.2,7
"HardinCounty,Texas",7225,Restaurants and Other Eating Places,88,84.1,15.9,74
"HarrisCounty,Texas",7225,Restaurants and Other Eating Places,"9,494",76.9,23.1,"7,297"
"HarrisonCounty,Texas",7225,Restaurants and Other Eating Places,102,73.5,26.5,75
"HartleyCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,3
"HaskellCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,12
"HaysCounty,Texas",7225,Restaurants and Other Eating Places,360,85.8,14.2,309
"HemphillCounty,Texas",7225,Restaurants and Other Eating Places,8,62.5,37.5,5
"HendersonCounty,Texas",7225,Restaurants and Other Eating Places,156,75,25,117
"HidalgoCounty,Texas",7225,Restaurants and Other Eating Places,"1,483",59.8,40.2,887
"HillCounty,Texas",7225,Restaurants and Other Eating Places,62,77.4,22.6,48
"HockleyCounty,Texas",7225,Restaurants and Other Eating Places,38,84.2,15.8,32
"HoodCounty,Texas",7225,Restaurants and Other Eating Places,103,84.5,15.5,87
"HopkinsCounty,Texas",7225,Restaurants and Other Eating Places,74,68.9,31.1,51
"HoustonCounty,Texas",7225,Restaurants and Other Eating Places,37,70.3,29.7,26
"HowardCounty,Texas",7225,Restaurants and Other Eating Places,65,89.2,10.8,58
"HudspethCounty,Texas",7225,Restaurants and Other Eating Places,6,50,50,3
"HuntCounty,Texas",7225,Restaurants and Other Eating Places,128,81.3,18.8,104
"HutchinsonCounty,Texas",7225,Restaurants and Other Eating Places,53,64.2,35.8,34
"IrionCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,2
"JackCounty,Texas",7225,Restaurants and Other Eating Places,17,82.4,17.6,14
"JacksonCounty,Texas",7225,Restaurants and Other Eating Places,27,59.3,40.7,16
"JasperCounty,Texas",7225,Restaurants and Other Eating Places,49,77.6,22.4,38
"JeffDavisCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,5
"JeffersonCounty,Texas",7225,Restaurants and Other Eating Places,487,79.1,20.9,385
"JimHoggCounty,Texas",7225,Restaurants and Other Eating Places,S,S,S,5
"JimWellsCounty,Texas",7225,Restaurants and Other Eating Places,80,73.8,26.3,59
"JohnsonCounty,Texas",7225,Restaurants and Other Eating Places,264,79.9,20.1,211
"JonesCounty,Texas",7225,Restaurants and Other Eating Places,28,53.6,46.4,15
"KarnesCounty,Texas",7225,Restaurants and Other Eating Places,34,76.5,23.5,26
"KaufmanCounty,Texas",7225,Restaurants and Other Eating Places,187,75.4,24.6,141
"KendallCounty,Texas",7225,Restaurants and Other Eating Places,83,85.5,14.5,71
"KerrCounty,Texas",7225,Restaurants and Other Eating Places,112,77.7,22.3,87
"KimbleCounty,Texas",7225,Restaurants and Other Eating Places,21,52.4,47.6,11
"KinneyCounty,Texas",7225,Restaurants and Other Eating Places,9,55.6,44.4,5
"KlebergCounty,Texas",7225,Restaurants and Other Eating Places,71,80.3,19.7,57
"KnoxCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,5
"LamarCounty,Texas",7225,Restaurants and Other Eating Places,102,86.3,13.7,88
"LambCounty,Texas",7225,Restaurants and Other Eating Places,20,65,35,13
"LampasasCounty,Texas",7225,Restaurants and Other Eating Places,43,74.4,25.6,32
"LaSalleCounty,Texas",7225,Restaurants and Other Eating Places,16,75,25,12
"LavacaCounty,Texas",7225,Restaurants and Other Eating Places,29,65.5,34.5,19
"LeeCounty,Texas",7225,Restaurants and Other Eating Places,39,69.2,30.8,27
"LeonCounty,Texas",7225,Restaurants and Other Eating Places,34,73.5,26.5,25
"LibertyCounty,Texas",7225,Restaurants and Other Eating Places,114,70.2,29.8,80
"LimestoneCounty,Texas",7225,Restaurants and Other Eating Places,44,68.2,31.8,30
"LiveOakCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,22
"LlanoCounty,Texas",7225,Restaurants and Other Eating Places,47,78.7,21.3,37
"LubbockCounty,Texas",7225,Restaurants and Other Eating Places,564,89.9,10.1,507
"LynnCounty,Texas",7225,Restaurants and Other Eating Places,10,60,40,6
"McCullochCounty,Texas",7225,Restaurants and Other Eating Places,21,76.2,23.8,16
"McLennanCounty,Texas",7225,Restaurants and Other Eating Places,452,86.1,13.9,389
"McMullenCounty,Texas",7225,Restaurants and Other Eating Places,8,25,75,2
"MadisonCounty,Texas",7225,Restaurants and Other Eating Places,49,75.5,24.5,37
"MarionCounty,Texas",7225,Restaurants and Other Eating Places,21,71.4,28.6,15
"MartinCounty,Texas",7225,Restaurants and Other Eating Places,13,30.8,69.2,4
"MasonCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,12
"MatagordaCounty,Texas",7225,Restaurants and Other Eating Places,96,59.4,40.6,57
"MaverickCounty,Texas",7225,Restaurants and Other Eating Places,119,47.9,52.1,57
"MedinaCounty,Texas",7225,Restaurants and Other Eating Places,75,74.7,25.3,56
"MenardCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,3
"MidlandCounty,Texas",7225,Restaurants and Other Eating Places,329,78.7,21.3,259
"MilamCounty,Texas",7225,Restaurants and Other Eating Places,44,70.5,29.5,31
"MillsCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,7
"MitchellCounty,Texas",7225,Restaurants and Other Eating Places,15,80,20,12
"MontagueCounty,Texas",7225,Restaurants and Other Eating Places,34,85.3,14.7,29
"MontgomeryCounty,Texas",7225,Restaurants and Other Eating Places,945,81.8,18.2,773
"MooreCounty,Texas",7225,Restaurants and Other Eating Places,44,75,25,33
"MorrisCounty,Texas",7225,Restaurants and Other Eating Places,24,79.2,20.8,19
"NacogdochesCounty,Texas",7225,Restaurants and Other Eating Places,91,82.4,17.6,75
"NavarroCounty,Texas",7225,Restaurants and Other Eating Places,76,76.3,23.7,58
"NewtonCounty,Texas",7225,Restaurants and Other Eating Places,6,33.3,66.7,2
"NolanCounty,Texas",7225,Restaurants and Other Eating Places,45,71.1,28.9,32
"NuecesCounty,Texas",7225,Restaurants and Other Eating Places,801,82.1,17.9,658
"OchiltreeCounty,Texas",7225,Restaurants and Other Eating Places,23,73.9,26.1,17
"OldhamCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,5
"OrangeCounty,Texas",7225,Restaurants and Other Eating Places,137,81,19,111
"PaloPintoCounty,Texas",7225,Restaurants and Other Eating Places,67,83.6,16.4,56
"PanolaCounty,Texas",7225,Restaurants and Other Eating Places,25,64,36,16
"ParkerCounty,Texas",7225,Restaurants and Other Eating Places,213,78.9,21.1,168
"ParmerCounty,Texas",7225,Restaurants and Other Eating Places,9,66.7,33.3,6
"PecosCounty,Texas",7225,Restaurants and Other Eating Places,35,68.6,31.4,24
"PolkCounty,Texas",7225,Restaurants and Other Eating Places,67,74.6,25.4,50
"PotterCounty,Texas",7225,Restaurants and Other Eating Places,318,82.7,17.3,263
"PresidioCounty,Texas",7225,Restaurants and Other Eating Places,20,75,25,15
"RainsCounty,Texas",7225,Restaurants and Other Eating Places,19,78.9,21.1,15
"RandallCounty,Texas",7225,Restaurants and Other Eating Places,203,83.7,16.3,170
"ReaganCounty,Texas",7225,Restaurants and Other Eating Places,10,50,50,5
"RealCounty,Texas",7225,Restaurants and Other Eating Places,17,35.3,64.7,6
"RedRiverCounty,Texas",7225,Restaurants and Other Eating Places,17,58.8,41.2,10
"ReevesCounty,Texas",7225,Restaurants and Other Eating Places,28,67.9,32.1,19
"RefugioCounty,Texas",7225,Restaurants and Other Eating Places,21,76.2,23.8,16
"RobertsonCounty,Texas",7225,Restaurants and Other Eating Places,29,69,31,20
"RockwallCounty,Texas",7225,Restaurants and Other Eating Places,206,85.9,14.1,177
"RunnelsCounty,Texas",7225,Restaurants and Other Eating Places,23,47.8,52.2,11
"RuskCounty,Texas",7225,Restaurants and Other Eating Places,82,76.8,23.2,63
"SabineCounty,Texas",7225,Restaurants and Other Eating Places,11,54.5,45.5,6
"SanAugustineCounty,Texas",7225,Restaurants and Other Eating Places,9,66.7,33.3,6
"SanJacintoCounty,Texas",7225,Restaurants and Other Eating Places,18,61.1,38.9,11
"SanPatricioCounty,Texas",7225,Restaurants and Other Eating Places,128,76.6,23.4,98
"SanSabaCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,15
"ScurryCounty,Texas",7225,Restaurants and Other Eating Places,41,78,22,32
"ShackelfordCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,6
"ShelbyCounty,Texas",7225,Restaurants and Other Eating Places,44,59.1,40.9,26
"ShermanCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,2
"SmithCounty,Texas",7225,Restaurants and Other Eating Places,448,87.7,12.3,393
"SomervellCounty,Texas",7225,Restaurants and Other Eating Places,25,76,24,19
"StarrCounty,Texas",7225,Restaurants and Other Eating Places,141,34.8,65.2,49
"StephensCounty,Texas",7225,Restaurants and Other Eating Places,24,58.3,41.7,14
"StonewallCounty,Texas",7225,Restaurants and Other Eating Places,9,55.6,44.4,5
"SuttonCounty,Texas",7225,Restaurants and Other Eating Places,12,75,25,9
"SwisherCounty,Texas",7225,Restaurants and Other Eating Places,18,50,50,9
"TarrantCounty,Texas",7225,Restaurants and Other Eating Places,"4,060",80.9,19.1,"3,285"
"TaylorCounty,Texas",7225,Restaurants and Other Eating Places,268,89.2,10.8,239
"TerrellCounty,Texas",7225,Restaurants and Other Eating Places,4,25,75,1
"TerryCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,19
"TitusCounty,Texas",7225,Restaurants and Other Eating Places,64,76.6,23.4,49
"TomGreenCounty,Texas",7225,Restaurants and Other Eating Places,236,84.7,15.3,200
"TravisCounty,Texas",7225,Restaurants and Other Eating Places,"2,595",86.5,13.5,"2,244"
"TrinityCounty,Texas",7225,Restaurants and Other Eating Places,21,52.4,47.6,11
"TylerCounty,Texas",7225,Restaurants and Other Eating Places,26,69.2,30.8,18
"UpshurCounty,Texas",7225,Restaurants and Other Eating Places,47,80.9,19.1,38
"UptonCounty,Texas",7225,Restaurants and Other Eating Places,11,36.4,63.6,4
"UvaldeCounty,Texas",7225,Restaurants and Other Eating Places,70,65.7,34.3,46
"ValVerdeCounty,Texas",7225,Restaurants and Other Eating Places,92,69.6,30.4,64
"VanZandtCounty,Texas",7225,Restaurants and Other Eating Places,108,68.5,31.5,74
"VictoriaCounty,Texas",7225,Restaurants and Other Eating Places,170,85.9,14.1,146
"WalkerCounty,Texas",7225,Restaurants and Other Eating Places,103,84.5,15.5,87
"WallerCounty,Texas",7225,Restaurants and Other Eating Places,43,74.4,25.6,32
"WardCounty,Texas",7225,Restaurants and Other Eating Places,29,75.9,24.1,22
"WashingtonCounty,Texas",7225,Restaurants and Other Eating Places,82,75.6,24.4,62
